,Unnamed: 0,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Year
56,56,Wu-Tang Clan,"Protect Ya Neck (The Jump Off) (feat. Inspectah Deck, Raekwon, Method Man, Masta Killa, RZA, Ghostface Killah, U-God, Cappadonna & GZA)",00JErUuTZnBA8eugXCWGuB,41,0.783,0.797,0,-5.333,0,0.267,0.472,0.0,0.378,0.721,104.895,238560,4,2000
57,57,Snoop Dogg,Y'All Gone Miss Me,76gJ7ATRkD3WZuYKPl84xm,45,0.806,0.61,9,-5.909,1,0.186,0.0298,0.0,0.0399,0.482,91.058,255627,4,2000
58,58,Ludacris,"What's Your Fantasy Remix (Featuring Trina, Shawna and Foxy Brown) - Remix",6HI1tqdinIfsNoNfHUJrl1,36,0.79,0.862,9,-4.281,1,0.177,0.0352,0.0,0.106,0.941,139.949,276240,4,2000
59,59,Ghostface Killah,"Buck 50 (feat. Cappadonna, Method Man & Redman)",36Q4rLcgYYbJ4y2LnuIPGj,36,0.659,0.853,6,-5.219,1,0.288,0.373,0.0,0.305,0.842,97.973,242200,4,2000
60,60,Bone Thugs-N-Harmony,Change the World (feat. Big B),1qEzcqwjO4BVS04Y0pfwyM,40,0.834,0.71,1,-7.453,1,0.0928,0.0432,0.0,0.364,0.381,122.072,271693,4,2000
61,61,Trick Daddy,"Shut Up (feat. Duece Poppito of 24 Karatz, Trina & Co of Tre +6)",2cgEIwFGTHncLLggkFNz9m,34,0.791,0.777,11,-6.231,0,0.401,0.0116,0.0,0.246,0.668,144.772,262040,4,2000
62,62,Bone Thugs-N-Harmony,Sleepwalkers (feat. Eazy-E),32Wp1yCGyIas6Ro9xM7lkJ,34,0.644,0.856,4,-4.506,1,0.14,0.159,0.0,0.35,0.824,153.95,212427,4,2000
63,63,Capone-N-Noreaga,Invincible,2217fjGdGIdPpZ0zeo4z8r,47,0.751,0.766,9,-8.118,1,0.277,0.00736,0.0,0.216,0.595,96.704,225200,4,2000
64,64,Wu-Tang Clan,"Conditioner (feat. Ol' Dirty Bastard, GZA, Inspectah Deck & Snoop Dogg)",0xcR8l8tLnn4hF6JgbgFYY,37,0.823,0.54,11,-8.094,0,0.257,0.472,0.0,0.744,0.427,88.002,332507,4,2000
65,65,Snoop Dogg,Hennesey N Buddah,6dqE95KU5yVcqDkgEt3TIm,41,0.842,0.689,2,-4.258,1,0.234,0.0361,0.0,0.277,0.648,99.01,251533,4,2000
66,66,Finger Eleven,Stay And Drown,42nWlO3zpC9xt7oOPO3YMD,33,0.449,0.803,1,-6.296,0,0.0606,0.000255,1.34e-05,0.956,0.282,139.978,263107,4,2000
67,67,Mudvayne,Everything And Nothing,4Gwbr87Gyn7KJkZJZPareN,33,0.48,0.89,7,-6.13,1,0.124,0.00321,0.614,0.0647,0.528,200.037,195333,4,2000
68,68,Andre Nickatina,Saw A Gangsta Cry,0HPAknhFOv5nZL4kIVpzGd,33,0.731,0.523,0,-8.333,0,0.383,0.0888,0.0,0.0643,0.7,120.992,278520,4,2000
69,69,Snoop Dogg,Bring It On,2YHyVNeQ6NViqws6vssWx4,35,0.888,0.806,9,-5.403,1,0.163,0.0221,0.0,0.347,0.379,106.403,257184,4,2000
70,70,Bone Thugs-N-Harmony,Weedman,5XlYPZ7XNkWw4kxgZXM9wk,38,0.774,0.638,1,-7.364,1,0.0523,0.0217,4.53e-06,0.119,0.825,78.214,237000,4,2000
71,71,Ice Cube,The Gutter Shit,7yFrTQuYkkF0XqAKnqkdC0,41,0.848,0.822,8,-2.998,1,0.322,0.0222,0.0,0.642,0.755,94.841,269573,4,2000
72,72,Snoop Dogg,Snoop Dogg (What's My Name Pt. 2),5rLnRYky5ktJYGUMAmqeWx,38,0.856,0.804,1,-6.148,1,0.231,0.311,0.0,0.322,0.83,107.377,243160,4,2000
73,73,Lil Jon,Move Bitch (feat. Youngbloodz and Three Six Mafia),28vT08dIvmwMb0L1hh2tDb,35,0.877,0.796,1,-7.371,1,0.136,0.0212,0.0,0.243,0.689,93.969,329038,4,2000
74,74,Wu-Tang Clan,"Gravel Pit (feat. RZA, Method Man, Ghostface Killah, Raekwon & U-God)",7kcNhA0sxxLXBJOIYm6NFu,39,0.773,0.755,7,-5.784,1,0.293,0.26,0.0,0.908,0.512,120.959,291267,4,2000
75,75,Shaggy,Leave It To Me,5L8MxayXG6D3FWUDDmBmzL,39,0.77,0.729,6,-6.003,1,0.0394,0.0507,0.000294,0.0361,0.733,152.913,217533,4,2000
76,76,Tha Eastsidaz,Got Beef,6prKHhjQS7vc1YKLI77cQJ,36,0.869,0.772,1,-4.7,1,0.17,0.164,0.0,0.0857,0.812,89.918,251333,4,2000
77,77,Three 6 Mafia,Just Anotha Crazy Click (feat. Insane Clown Posse & Twiztid),64U5Sak3i2QvCGq8zD8KuO,30,0.691,0.912,11,-3.009,0,0.319,0.415,0.0,0.373,0.659,164.186,237040,4,2000
78,78,Bow Wow,Fresh Azimiz (feat. J-Kwon & Jermaine Dupri),7DYjzYtHHQExgtzgY04ZDc,29,0.766,0.606,10,-5.653,0,0.316,0.0645,0.0,0.162,0.484,160.13,270147,4,2000
79,79,Outkast,Stankonia (Stanklove) (feat. Big Rube & Sleepy Brown),3hZnqmixPzXNrxjsaPlwHZ,33,0.607,0.58,2,-9.186,1,0.0747,0.0621,0.0859,0.666,0.227,135.981,411027,3,2000
80,80,Snoop Dogg,Wrong Idea,5hHCQ0jbaBDiE5fIKzYf7W,35,0.66,0.76,7,-4.712,1,0.289,0.0228,0.0,0.32,0.612,98.642,254166,4,2000
81,81,Julissa,El No Pereció,5chE8rPKomf8QxhllFujhi,44,0.411,0.411,2,-7.968,1,0.0284,0.656,0.0,0.115,0.24,103.41,260296,4,2000
82,82,Big Moe,Get Back (feat. Lil’ O & H.A.W.K.),7gyniobuYFF8r63jgNJobE,29,0.873,0.65,8,-4.311,1,0.0611,0.299,0.0,0.144,0.969,94.015,227773,4,2000
83,83,Cypress Hill,Another Victory,11NhpUlmopyd23LGn8tOeb,40,0.683,0.835,1,-5.708,1,0.463,0.0468,0.0,0.0401,0.836,201.025,191160,4,2000
84,84,Ja Rule,F*** You,6UJtMwc3fDSJwenXlp1b3D,42,0.812,0.849,11,-4.264,1,0.26,0.0758,0.0,0.0675,0.838,94.015,253400,4,2000
85,85,DJ Quik,I Don't Wanna Party Wit U,1cOK9Dj5w4mMsZDPCx9hmq,33,0.94,0.495,9,-5.446,0,0.254,0.229,0.0,0.0663,0.596,104.452,304480,4,2000
86,86,Three 6 Mafia,"Touched Wit It (featuring Mr. Servon, Fiend and La Chat)",048ZwURIojwRpeeJh9gFTj,28,0.673,0.826,2,-3.634,1,0.402,0.125,0.0,0.1,0.482,180.012,248867,4,2000
87,87,Andre Nickatina,Bakin Soda In Minnesota,05jNrrouvvb07kGZ75ML2q,30,0.746,0.839,11,-6.204,0,0.28,0.0111,0.0,0.231,0.336,115.341,183920,4,2000
88,88,JAY-Z,Get Your Mind Right Mami,329ZgIFH3PVqiUjEnwApBP,35,0.88,0.569,8,-6.484,0,0.306,0.0307,1.16e-05,0.276,0.772,86.445,262133,4,2000
89,89,Tear Da Club Up Thugs,"Hypnotize Cash Money (feat. Hot Boyz, BG, Juvenile & Big Tymers)",0hDRkyeMIQ5ZrKCeLS7EJZ,28,0.796,0.814,1,-4.836,1,0.264,0.0767,0.0,0.363,0.479,92.623,262667,4,2000
90,90,Nelly,For My,5WRGUvb5PdFqVygBcgx77u,32,0.864,0.755,2,-5.141,1,0.0749,0.0534,0.0,0.0806,0.279,91.504,248533,4,2000
91,91,Shaggy,Dance & Shout - Dance Hall Version,1ghhmrZCtWlKl9ZyGCpV5U,33,0.795,0.885,10,-5.083,0,0.0518,0.0655,0.0168,0.244,0.797,113.415,227160,4,2000
92,92,Project Pat,Ridin on Chrome,41fF9WoO8kl7tk3adb8ehf,29,0.855,0.659,11,-8.408,0,0.116,5.46e-05,0.0244,0.0855,0.567,160.004,251533,4,2000
93,93,Snoop Dogg,Go Away,63AOur1ZdTFZ6Nzox6jjNr,35,0.865,0.741,2,-4.038,0,0.219,0.0426,9.86e-06,0.822,0.736,98.919,292507,4,2000
94,94,Southside Playaz,Swang Down,1nmAFDijiAmWrmRQRkgnsZ,29,0.793,0.736,2,-4.475,1,0.227,0.0728,0.0,0.162,0.444,160.046,292173,4,2000
95,95,Capone-N-Noreaga,Y'all Don't Wanna,6iaXP51tRc5gBWmESaI85u,37,0.795,0.787,10,-5.46,0,0.334,0.122,0.0,0.188,0.768,92.694,268933,4,2000
96,96,Cypress Hill,Stank Ass Hoe,2SdDYKcHDwMmmOx1QCNivB,37,0.727,0.656,10,-7.735,0,0.249,0.0219,0.00392,0.103,0.21,97.595,309800,4,2000
97,97,Project Pat,Murderers & Robbers,2rNagkKwWqbjPSwF6lNXlD,27,0.883,0.64,1,-6.038,0,0.233,0.158,0.0845,0.179,0.268,140.662,305093,4,2000
98,98,Cypress Hill,(Rock) Superstar - Edit,2HjcOyFEuUm0Q19jiFTBKi,33,0.807,0.849,0,-3.039,0,0.284,0.0263,0.0,0.0766,0.643,94.091,277280,4,2000
99,99,Ludacris,Catch Up (Featuring Infamous 2-0 & Fate Wilson),01uOzjaXPn3wZctfpxQTWX,27,0.613,0.69,5,-6.575,1,0.176,0.153,0.0,0.0816,0.247,77.995,254347,4,2000
100,100,Hypnotize Camp Posse,Azz & Tittiez,3DHyAj5SLlPuQL1jTF6dpd,27,0.819,0.898,11,-5.735,0,0.0754,0.00772,2.9e-05,0.141,0.637,158.431,334760,4,2000
101,101,Totally Insane,Mac & A.D.,3cqm8WjCLWhT0AnHdEEIMH,28,0.922,0.656,1,-7.859,1,0.274,0.357,0.0081,0.161,0.869,92.703,257107,4,2000
102,102,Binary Star,Honest Expression (feat. Senim Silla & One Be Lo),3zTwulnxiddG0SbIr8ESr0,28,0.733,0.813,1,-7.707,1,0.275,0.0296,0.0,0.2,0.412,98.904,300226,4,2000
103,103,Big L,"Holdin' It Down (feat. A.G., Miss Jones & Stan Spit)",72sFPFmyz8K6hPq1vIib8N,33,0.743,0.5,7,-10.875,1,0.344,0.0439,0.0,0.188,0.728,91.234,279347,4,2000
104,104,Suga Free,Whistle,5QgDSbk0prioyCD5kNw4iG,28,0.916,0.494,6,-5.018,1,0.159,0.0126,5.21e-06,0.0834,0.715,90.667,273360,4,2000
105,105,Big Moe,"Choppaz (feat. D-Gotti, Noke D & D-Reck)",7rIllIaviK1G69ml4qKXcw,25,0.898,0.395,11,-6.841,1,0.264,0.192,0.0,0.118,0.587,99.961,332560,4,2000
106,106,Ja Rule,6 Feet Underground,4qT1t3Ot2DaoN4VYzgWGlA,30,0.715,0.812,6,-2.786,1,0.19,0.00549,0.0,0.182,0.891,156.757,305267,4,2000
107,107,Snoop Dogg,Leave Me Alone,3nQoutWAGNUT9aeKJs75Wx,31,0.887,0.599,9,-7.023,1,0.258,0.000768,0.0,0.0947,0.565,96.989,252427,4,2000
108,108,Capone-N-Noreaga,"Bang, Bang",3I1YLQZ378olNcEsMDXKie,32,0.599,0.874,11,-6.205,0,0.229,0.000521,0.00741,0.102,0.269,93.984,269000,4,2000
109,109,LL Cool J,You And Me,19XuDyJfEpexe1X6CTKldp,33,0.693,0.81,6,-3.234,0,0.204,0.00151,1.21e-05,0.402,0.434,100.983,330533,4,2000
110,110,Wyclef Jean,It Doesn't Matter (feat. The Rock & Melky Sedeck),6ddqGDLc1OI1w6ZRkDPHdt,26,0.84,0.628,11,-9.309,0,0.196,0.00248,0.0,0.0764,0.616,115.006,237773,4,2000
111,111,Snoop Dogg,Brake Fluid (Biiittch Pump Yo Brakes),2NCxDBm5rKdBnHpyu6z1iX,32,0.937,0.432,11,-8.558,0,0.214,0.015,0.00104,0.119,0.696,96.379,355800,4,2000
112,112,DJ Quik,Focus,6CccxD5fbT6tU1qDTAdwUr,32,0.834,0.703,6,-4.882,1,0.294,0.0122,0.0,0.642,0.734,98.863,265378,4,2000
113,113,Busta Rhymes,Why We Die (feat. DMX & Jay-Z),2GDBcHilZFihQFCOezgoBc,28,0.543,0.7,7,-6.979,1,0.345,0.000985,0.0,0.107,0.653,80.636,239093,4,2000
114,114,DJ Quik,We Came 2 Play (feat. AMG & James DeBarge),51S2IsrJ1eSm41WMQnn5XS,26,0.668,0.624,0,-7.393,1,0.393,0.0676,0.0,0.137,0.665,99.471,229053,4,2000
115,115,Everlast,Love For Real (feat. N'Dea Davenport),6bgn1guasfWRfXFT3nOHs9,30,0.606,0.74,11,-4.642,0,0.0444,0.0537,0.0,0.1,0.606,77.96,261427,4,2000
116,116,Eazy-E,So Sweet,4Ohs7WNTIZTn7IgDpaU5Ve,30,0.807,0.697,5,-4.841,0,0.296,0.0461,0.0,0.112,0.769,93.249,197721,4,2000
117,117,Rehab,Storm Chaser (feat. Cee-Lo & Big Gipp) (feat. Cee-Lo & Big Gipp),0x3pJPYAA1XLdm3V1cVQnt,23,0.677,0.881,7,-5.755,1,0.206,0.038,0.0,0.445,0.295,97.003,209867,4,2000
118,118,Project Pat,Bitch Smackin Killa,6zHqds0D3hbGFH8s1xr7zC,27,0.931,0.763,3,-6.439,0,0.291,0.01,0.0,0.399,0.891,138.053,248107,4,2000
119,119,Snoop Dogg,Loosen' Control,6RxSpXA25K1onD44Y5w7r2,30,0.905,0.677,1,-7.081,0,0.13,0.0117,0.000409,0.046,0.738,100.513,248867,4,2000
120,120,Wu-Tang Clan,One Blood Under W (feat. Masta Killa & Junior Reid),1fFWpiIB3HozI4tTkeQMEz,29,0.765,0.607,11,-4.339,0,0.401,0.184,0.0,0.296,0.781,165.851,251427,4,2000
121,121,Scarface,In And Out,5AGmnVyZvqBvIoAWiD3H3z,23,0.716,0.712,5,-4.111,0,0.152,0.0575,1.88e-05,0.127,0.525,79.889,274506,4,2000
122,122,Snoop Dogg,Set It Off,7E6cKQcGpPqsr3eqnpnw0C,34,0.751,0.87,4,-5.15,0,0.392,0.393,0.0,0.322,0.631,90.068,277227,4,2000
123,123,Hi-C,In My Face,5iIeQqqXZlQ3MGasweTL3X,27,0.866,0.474,11,-3.741,0,0.249,0.0489,0.0,0.124,0.546,91.998,288080,4,2000
124,124,Binary Star,Reality Check (feat. One Be Lo & Senim Silla),0ohevmkspqkIe3gd4JXVPi,27,0.778,0.482,7,-12.252,1,0.284,0.208,0.0,0.67,0.707,89.897,241399,4,2000
125,125,Snoop Dogg,Stacey Adams,2Gu5SaXstpHraItPqNVOSV,30,0.871,0.559,1,-7.646,1,0.271,0.0952,0.0,0.082,0.31,92.08,275533,4,2000
126,126,Trick Daddy,Boy (feat. The Lost Tribe & JV),5EZ3mMZnHap7dwoJj10AHA,22,0.902,0.696,6,-4.803,0,0.188,0.0908,0.0,0.141,0.592,105.586,234347,4,2000
127,127,Ja Rule,"Love Me, Hate Me",4eFJl00n32FC4RqdJnOqIS,31,0.639,0.69,10,-3.301,0,0.278,0.182,0.0,0.0965,0.283,95.143,284573,4,2000
128,128,Cypress Hill,Cuban Necktie,0YEevVJhbrpMnxU8Z1e5DO,33,0.749,0.872,9,-3.376,1,0.326,0.163,0.0,0.307,0.685,92.966,253267,4,2000
129,129,Ludacris,1st & 10 (Featuring Infamous 2-0 & Fate Wilson),0I7EJmk6S47mpVh73dB02r,23,0.635,0.946,9,-5.754,1,0.48,0.0844,0.0,0.143,0.774,156.099,223147,4,2000
130,130,Jagged Edge,Girl Is Mine (feat. Ja Rule),3LWJZIGdaqeOUTkmJuLbiR,27,0.832,0.683,6,-7.046,0,0.268,0.0611,0.0,0.13,0.912,92.926,261027,4,2000
131,131,Wyclef Jean,Low Income (feat. Beast & 718 Crew),6K8g4wFNYBZtK1KGcUMsi3,23,0.876,0.705,10,-6.851,0,0.247,0.00187,0.0,0.468,0.54,102.03,260200,4,2000
